Household_ID,State,No_of_Residents,No_of_Appliances,AC_Units,Has_Solar,Monthly_Income,Region,Year,Monthly_Electricity_kWh
19363,Maharashtra,2,8,0,0,97644,Urban,2020,210.25
19364,Gujarat,2,22,1,0,106541,Rural,2021,364.18
19365,Maharashtra,8,29,0,0,109546,Urban,2018,503.34
19366,Delhi,9,12,0,1,129555,Urban,2022,291.65
19367,Gujarat,2,8,1,0,58660,Urban,2021,301.13
19368,Gujarat,9,15,1,1,31293,Rural,2016,482.66
19369,Uttar Pradesh,9,9,0,0,24599,Urban,2019,382.44
19370,Karnataka,7,14,2,1,107448,Rural,2022,506.36
19371,Tamil Nadu,3,10,1,0,147350,Rural,2017,273.53
19372,Tamil Nadu,7,8,1,0,149203,Rural,2022,378.85
19373,Tamil Nadu,7,22,0,0,26415,Rural,2021,435.43
19374,Punjab,5,25,1,0,104156,Urban,2019,645.39
19375,Delhi,4,21,0,0,126032,Urban,2015,347.36
19376,West Bengal,4,11,2,0,78660,Rural,2019,593.54
19377,Karnataka,8,13,2,0,131406,Urban,2022,638.96
19378,Maharashtra,9,7,0,0,133400,Rural,2020,265.42
19379,Tamil Nadu,4,26,2,0,40918,Rural,2021,670.12
19380,Punjab,5,13,0,0,76100,Urban,2016,215.92
19381,Maharashtra,6,8,1,0,110317,Urban,2019,450.76
19382,Karnataka,8,26,1,0,50524,Urban,2019,686.03
19383,Delhi,5,23,0,1,147218,Rural,2023,372.56
19384,Karnataka,2,13,0,0,78805,Urban,2017,216.03
19385,Uttar Pradesh,7,27,1,0,105402,Rural,2019,597.23
19386,West Bengal,6,27,0,0,135047,Urban,2016,463.95
19387,Tamil Nadu,2,24,1,0,27396,Urban,2015,546.71
19388,Delhi,8,10,0,0,52135,Rural,2018,232.61
19389,Uttar Pradesh,7,15,1,1,20823,Urban,2016,488.52
19390,Tamil Nadu,7,28,2,0,98167,Urban,2023,905.64
19391,Karnataka,8,19,2,0,91729,Urban,2018,746.97
19392,Karnataka,2,26,1,0,148711,Rural,2017,391.26
19393,Punjab,5,10,1,0,69112,Rural,2015,358.8
19394,Gujarat,4,24,1,0,43051,Urban,2020,708.23
19395,Gujarat,6,28,1,0,138556,Rural,2017,589.84
19396,Karnataka,9,14,1,1,96439,Urban,2017,476.4
19397,Karnataka,8,28,2,0,50401,Urban,2016,882.42
19398,Maharashtra,8,29,1,0,146471,Urban,2016,777.35
19399,Punjab,7,26,0,1,106923,Urban,2018,406.28
19400,West Bengal,3,22,2,0,40898,Urban,2020,711.45
19401,Maharashtra,7,20,1,0,146061,Urban,2018,584.05
19402,West Bengal,9,8,0,0,137938,Rural,2016,355.55
19403,Uttar Pradesh,4,24,2,1,88811,Urban,2023,660.59
19404,Gujarat,7,17,0,0,70698,Rural,2022,372.96
19405,Gujarat,3,28,1,0,55043,Urban,2022,543.71
19406,Punjab,8,9,0,0,97929,Urban,2015,354.45
19407,Karnataka,5,24,0,0,95677,Urban,2017,436.27
19408,Karnataka,7,28,2,0,63794,Rural,2018,855.16
19409,Uttar Pradesh,6,23,0,0,88065,Rural,2021,420.24
19410,Delhi,5,22,0,0,44648,Urban,2020,403.97
19411,Delhi,3,24,2,0,112895,Rural,2017,703.6
19412,Punjab,2,21,1,0,38409,Rural,2022,411.54
19413,Delhi,7,20,0,0,82610,Rural,2015,443.81
19414,Gujarat,9,5,1,0,24525,Rural,2017,457.74
19415,Maharashtra,8,25,2,0,52787,Urban,2015,832.63
19416,Delhi,8,5,1,0,60894,Urban,2017,570.45
19417,Tamil Nadu,5,24,0,0,133535,Rural,2023,388.07
19418,Punjab,7,28,0,0,59046,Rural,2016,513.22
19419,Uttar Pradesh,9,18,1,0,25216,Rural,2016,577.74
19420,Delhi,6,28,1,0,147380,Urban,2016,696.51
19421,Tamil Nadu,7,6,0,0,81278,Urban,2016,339.86
19422,Delhi,5,19,2,0,45920,Rural,2015,698.46
19423,Maharashtra,4,7,0,0,79673,Urban,2015,166.4
19424,Maharashtra,5,17,0,0,25237,Urban,2022,429.22
19425,Delhi,3,23,1,0,28103,Rural,2018,367.66
19426,Punjab,5,5,0,0,63024,Urban,2021,248.98
19427,Punjab,8,17,1,0,127487,Rural,2021,416.91
19428,Tamil Nadu,6,19,2,1,96704,Urban,2023,582.58
19429,Uttar Pradesh,5,20,0,1,49893,Urban,2022,233.68
19430,Tamil Nadu,5,15,2,0,45475,Rural,2021,588.93
19431,Uttar Pradesh,6,7,2,0,123242,Urban,2016,649.25
19432,Delhi,5,12,0,0,144243,Rural,2018,345.88
19433,Uttar Pradesh,8,10,1,1,22220,Urban,2015,424.22
19434,Karnataka,6,9,1,0,148676,Urban,2020,391.56
19435,Gujarat,8,19,0,0,42670,Rural,2020,358.26
19436,West Bengal,8,13,1,0,87635,Urban,2021,491.71
19437,Gujarat,8,27,1,0,24295,Urban,2022,658.57
19438,Maharashtra,3,26,2,0,83155,Urban,2022,636.16
19439,Karnataka,6,9,1,0,128831,Urban,2022,498.85
19440,Gujarat,3,25,1,0,27516,Rural,2017,477.74
19441,Delhi,3,14,0,0,45616,Urban,2015,373.08
19442,Uttar Pradesh,9,29,2,0,140967,Rural,2018,781.75
19443,Uttar Pradesh,6,10,1,0,140912,Urban,2015,470.13
19444,Tamil Nadu,5,15,0,0,89282,Urban,2018,316.66
19445,Tamil Nadu,7,8,1,0,122883,Urban,2017,524.85
19446,Punjab,9,24,2,0,59568,Urban,2022,892.64
19447,Uttar Pradesh,4,16,2,0,20413,Rural,2016,583.76
19448,Punjab,7,24,2,0,66892,Urban,2017,863.57
19449,Delhi,8,10,2,0,147831,Urban,2023,606.14
19450,Uttar Pradesh,6,5,2,0,48372,Urban,2023,604.97
19451,Tamil Nadu,5,29,2,1,67168,Urban,2020,622.42
19452,Gujarat,3,22,0,0,37921,Urban,2017,283.95
19453,Punjab,2,6,2,1,66638,Rural,2019,379.31
19454,Punjab,4,9,1,0,39461,Urban,2020,416.77
19455,Maharashtra,9,20,1,1,127110,Rural,2017,524.33
19456,Tamil Nadu,9,16,1,0,117758,Rural,2015,632.97
19457,Delhi,7,16,1,0,25052,Urban,2022,620.64
19458,Punjab,9,15,2,0,85470,Urban,2021,798.0
19459,Gujarat,5,24,2,0,146431,Urban,2017,763.82
19460,Gujarat,8,23,0,1,78118,Urban,2021,483.25
19461,Gujarat,4,25,2,0,57365,Rural,2018,672.83
19462,Karnataka,8,11,1,0,35200,Urban,2021,528.21
19463,Karnataka,2,6,0,0,127280,Urban,2023,165.35
19464,West Bengal,2,10,0,0,59762,Urban,2016,187.7
19465,Gujarat,9,8,0,0,109814,Rural,2015,344.54
19466,Punjab,2,6,0,0,135943,Rural,2020,84.44
19467,Delhi,7,21,2,0,27181,Rural,2018,751.41
19468,Uttar Pradesh,8,12,0,0,28674,Urban,2015,394.94
19469,Delhi,6,9,2,0,95580,Rural,2017,550.57
19470,Karnataka,9,14,0,0,55495,Rural,2017,445.94
19471,Tamil Nadu,4,20,2,1,99645,Rural,2023,445.53
19472,Punjab,6,6,2,0,130014,Urban,2019,624.06
19473,West Bengal,8,28,1,1,40154,Urban,2017,593.85
19474,Karnataka,2,23,2,0,61168,Urban,2018,628.55
19475,Uttar Pradesh,5,11,0,0,68241,Urban,2015,257.57
19476,Maharashtra,2,6,0,0,142070,Rural,2019,73.16
19477,West Bengal,6,17,2,1,20997,Rural,2015,468.49
19478,Karnataka,2,27,2,0,112584,Rural,2023,639.39
19479,Delhi,8,8,2,0,57409,Urban,2022,599.89
19480,West Bengal,2,20,2,0,142283,Urban,2020,564.64
19481,Punjab,6,14,1,0,61194,Urban,2019,499.59
19482,Delhi,6,21,1,0,53603,Urban,2023,549.93
19483,Gujarat,8,25,1,0,114370,Rural,2017,664.58
19484,Gujarat,9,18,1,0,89558,Rural,2019,616.21
19485,Gujarat,9,16,1,0,131377,Urban,2022,583.57
19486,West Bengal,5,17,2,0,75414,Urban,2018,643.11
19487,Maharashtra,6,24,1,1,123163,Urban,2016,482.19
19488,Uttar Pradesh,8,12,1,0,114590,Rural,2023,549.49
19489,Punjab,9,21,2,0,148509,Rural,2016,874.87
19490,West Bengal,9,22,2,0,148033,Urban,2017,798.85
19491,Tamil Nadu,5,25,0,0,68675,Urban,2018,412.32
19492,Punjab,3,14,0,0,104484,Rural,2017,189.13
19493,Delhi,8,17,0,1,110948,Urban,2017,362.5
19494,Delhi,3,6,1,0,102580,Rural,2021,410.12
19495,West Bengal,6,21,2,0,126221,Rural,2015,639.11
19496,West Bengal,9,10,0,0,26772,Urban,2022,464.45
19497,Uttar Pradesh,2,16,0,0,147069,Urban,2018,228.34
19498,Maharashtra,4,17,1,0,104711,Urban,2023,510.02
19499,West Bengal,2,8,0,0,46185,Urban,2020,101.54
19500,Gujarat,6,19,2,0,80491,Rural,2016,699.08
19501,Uttar Pradesh,5,20,2,0,144517,Urban,2021,670.19
19502,Tamil Nadu,8,25,0,1,92690,Urban,2021,404.19
19503,Gujarat,2,23,2,0,141592,Rural,2016,621.89
19504,Tamil Nadu,3,19,0,0,62655,Rural,2019,219.38
19505,Karnataka,9,10,0,0,48352,Urban,2017,359.59
19506,Tamil Nadu,7,24,2,0,20141,Urban,2019,812.42
19507,Gujarat,9,10,2,0,132280,Urban,2016,640.41
19508,Karnataka,6,9,1,0,101537,Urban,2015,508.14
19509,Gujarat,9,6,1,0,92500,Rural,2020,415.03
19510,Delhi,2,24,0,1,147730,Urban,2020,235.18
19511,Gujarat,7,6,2,1,87594,Rural,2017,511.8
19512,Karnataka,2,9,0,0,52059,Rural,2017,130.38
19513,Tamil Nadu,5,7,1,0,147747,Urban,2017,475.31
19514,Delhi,5,10,0,0,34871,Urban,2023,273.89
19515,Maharashtra,5,15,2,0,72114,Urban,2015,632.83
19516,Maharashtra,7,9,2,0,77904,Urban,2019,623.54
19517,Punjab,4,22,1,1,125901,Rural,2023,349.28
19518,Maharashtra,7,18,0,0,35420,Urban,2023,450.89
19519,Maharashtra,6,14,0,0,92938,Urban,2023,445.68
19520,Uttar Pradesh,6,28,2,0,67211,Urban,2016,784.87
19521,Maharashtra,3,26,1,1,67742,Urban,2017,441.19
19522,Karnataka,3,29,2,1,139237,Rural,2023,588.02
19523,West Bengal,6,7,2,0,88416,Urban,2016,675.01
19524,Maharashtra,2,20,1,0,97980,Rural,2015,480.14
19525,Gujarat,6,20,2,0,114716,Urban,2015,721.81
19526,West Bengal,8,15,0,0,66891,Rural,2023,450.55
19527,Maharashtra,4,8,0,0,127669,Urban,2019,260.57
19528,West Bengal,3,15,0,0,124755,Urban,2021,286.87
19529,Tamil Nadu,3,12,2,0,74059,Urban,2019,566.44
19530,Karnataka,8,20,1,1,57651,Urban,2019,519.02
19531,Karnataka,9,27,1,1,64994,Rural,2019,558.67
19532,Punjab,8,12,1,0,149225,Urban,2016,576.11
19533,West Bengal,7,13,1,0,15664,Urban,2020,502.51
19534,Punjab,8,18,1,0,95141,Urban,2019,594.87
19535,Delhi,9,12,2,0,84898,Urban,2016,758.22
19536,Uttar Pradesh,3,28,1,0,127922,Urban,2016,563.61
19537,Gujarat,6,20,0,0,41627,Rural,2015,493.89
19538,West Bengal,3,26,2,0,67146,Urban,2016,641.83
19539,Karnataka,8,6,0,0,58624,Urban,2017,307.88
19540,Punjab,8,27,1,0,133183,Urban,2016,761.97
19541,Tamil Nadu,9,24,1,0,125662,Urban,2023,817.95
19542,Maharashtra,8,23,0,0,90025,Rural,2019,504.07
19543,Karnataka,9,24,0,0,94355,Urban,2015,521.04
19544,Tamil Nadu,3,24,2,1,47721,Rural,2015,507.14
19545,Maharashtra,8,23,1,0,71462,Urban,2021,602.06
19546,Uttar Pradesh,7,29,1,0,135971,Rural,2021,681.42
19547,Karnataka,6,23,1,0,71098,Rural,2023,556.32
19548,Punjab,2,22,0,0,40123,Rural,2023,131.48
19549,Karnataka,9,17,1,0,85897,Urban,2023,638.3
19550,West Bengal,8,21,2,0,136227,Rural,2016,741.58
19551,West Bengal,3,5,2,0,142995,Urban,2018,425.87
19552,Tamil Nadu,3,25,0,0,109379,Urban,2021,365.29
19553,Punjab,8,9,0,1,73275,Urban,2015,267.43
19554,Delhi,3,29,2,0,131154,Urban,2015,742.62
19555,West Bengal,8,24,0,0,81973,Urban,2023,498.0
19556,Gujarat,4,25,0,0,71335,Rural,2019,398.43
19557,Uttar Pradesh,6,17,1,0,120072,Urban,2016,670.56
19558,Gujarat,8,10,2,0,64747,Rural,2023,688.76
19559,Karnataka,3,14,1,0,93856,Urban,2020,405.6
19560,Gujarat,4,27,2,0,43717,Urban,2019,753.51
19561,Maharashtra,2,13,1,1,126492,Rural,2017,320.82
19562,Uttar Pradesh,2,10,2,0,20854,Urban,2017,567.77
19563,Gujarat,9,5,2,0,122733,Urban,2022,661.25
19564,Maharashtra,7,28,2,0,28121,Urban,2020,865.5
19565,Tamil Nadu,8,22,0,0,15633,Urban,2021,572.73
19566,Gujarat,7,29,1,0,98441,Rural,2015,676.93
19567,Uttar Pradesh,7,27,0,0,106577,Rural,2020,453.48
19568,Maharashtra,4,11,0,0,100314,Urban,2017,323.86
19569,Gujarat,2,14,2,0,103906,Rural,2023,555.26
19570,Tamil Nadu,7,16,2,1,31969,Urban,2019,588.37
19571,Gujarat,5,25,0,0,94796,Urban,2019,408.5
19572,Maharashtra,7,28,0,0,118986,Urban,2021,548.43
19573,Gujarat,2,19,0,0,80964,Urban,2022,347.76
19574,Uttar Pradesh,9,21,2,0,147177,Rural,2017,715.56
19575,Karnataka,5,7,2,1,108110,Rural,2018,497.65
19576,Punjab,9,29,2,0,41977,Urban,2015,843.15
19577,Punjab,9,19,1,0,83187,Rural,2015,588.97
19578,Maharashtra,4,5,0,0,106582,Urban,2022,205.36
19579,Maharashtra,8,15,0,0,48451,Rural,2019,334.98
19580,Maharashtra,8,28,1,0,117158,Urban,2021,698.19
19581,Maharashtra,5,10,0,0,30739,Urban,2020,275.46
19582,Gujarat,2,20,0,0,95610,Rural,2021,289.85
19583,Uttar Pradesh,3,25,0,0,90152,Urban,2021,496.95
19584,Punjab,5,16,1,0,124541,Rural,2022,430.69
19585,Tamil Nadu,2,26,1,0,39138,Urban,2021,570.69
19586,Punjab,7,25,0,0,70708,Urban,2023,492.59
19587,Uttar Pradesh,9,19,2,0,40331,Urban,2022,718.93
19588,Maharashtra,3,29,0,0,136859,Rural,2015,428.43
19589,Delhi,4,22,0,0,93037,Rural,2016,321.83
19590,Gujarat,8,14,2,0,55948,Urban,2021,746.58
19591,Delhi,4,26,0,1,74410,Rural,2023,312.76
19592,Gujarat,6,16,0,0,131434,Rural,2017,359.62
19593,Maharashtra,4,24,1,0,93318,Urban,2017,566.53
19594,Gujarat,6,23,0,1,35840,Urban,2016,386.05
19595,Maharashtra,4,9,2,0,107300,Urban,2015,579.47
19596,Uttar Pradesh,4,22,1,0,87135,Rural,2019,487.59
19597,West Bengal,4,23,1,0,96035,Urban,2015,558.77
19598,Karnataka,6,27,2,0,73780,Urban,2020,801.83
19599,Gujarat,7,16,2,0,88941,Rural,2015,691.47
19600,Maharashtra,6,5,1,0,130997,Rural,2020,366.62
19601,Delhi,9,6,0,1,21013,Rural,2018,153.11
19602,Maharashtra,5,7,0,0,95643,Urban,2020,259.59
19603,Delhi,2,16,1,0,121935,Rural,2016,346.41
19604,Punjab,2,18,0,1,91216,Urban,2020,207.19
19605,Gujarat,7,11,1,0,73208,Urban,2019,492.74
19606,Tamil Nadu,2,8,2,0,142100,Rural,2020,474.96
19607,Delhi,4,16,0,0,37206,Rural,2022,410.57
19608,Maharashtra,7,28,0,0,50595,Rural,2023,507.29
19609,Gujarat,2,12,1,1,28455,Rural,2016,181.38
19610,Maharashtra,6,5,1,0,41683,Urban,2021,479.91
19611,Tamil Nadu,5,9,0,0,55162,Urban,2015,246.41
19612,Karnataka,3,5,0,0,128480,Rural,2023,66.24
19613,West Bengal,5,19,0,0,119578,Urban,2017,376.21
19614,West Bengal,2,17,2,0,20299,Rural,2023,548.87
19615,Tamil Nadu,7,27,0,0,40103,Rural,2018,430.26
19616,Uttar Pradesh,8,17,0,0,53375,Urban,2015,452.38
19617,Gujarat,2,8,1,0,89450,Rural,2022,280.29
19618,Tamil Nadu,6,19,2,0,106594,Rural,2015,738.14
19619,Karnataka,5,16,1,1,144253,Urban,2022,386.5
19620,Maharashtra,8,12,0,0,122693,Rural,2017,394.98
19621,Gujarat,6,20,2,0,36942,Urban,2023,779.0
19622,Punjab,9,16,0,0,133740,Urban,2018,490.44
19623,Delhi,9,28,2,0,108271,Rural,2023,801.46
19624,Tamil Nadu,6,29,2,0,139921,Rural,2022,781.85
19625,Punjab,3,10,2,1,128653,Urban,2015,460.3
19626,Punjab,6,27,2,0,50609,Rural,2021,679.28
19627,Karnataka,8,19,2,1,128442,Rural,2020,582.53
19628,Punjab,6,11,2,0,15462,Urban,2020,577.05
19629,Tamil Nadu,3,9,1,0,127014,Urban,2019,306.91
19630,Uttar Pradesh,9,27,1,0,74802,Urban,2020,636.92
19631,West Bengal,4,19,0,0,131039,Rural,2017,348.15
19632,West Bengal,8,29,2,0,59276,Rural,2015,789.65
19633,Gujarat,4,16,2,0,18527,Rural,2023,499.21
19634,Maharashtra,8,15,1,0,118683,Rural,2017,496.62
19635,Karnataka,7,8,0,0,15482,Urban,2017,370.38
19636,Tamil Nadu,3,17,0,0,26664,Urban,2017,335.66
19637,Gujarat,7,22,1,0,84125,Rural,2020,642.03
19638,Tamil Nadu,7,12,1,0,143896,Urban,2021,529.75
19639,Gujarat,9,11,2,0,41690,Urban,2019,727.97
19640,West Bengal,6,26,1,0,94443,Rural,2023,604.75
19641,Punjab,7,27,2,0,46821,Rural,2023,807.55
19642,Uttar Pradesh,2,20,0,0,94886,Rural,2015,225.17
19643,Tamil Nadu,8,7,2,0,134641,Rural,2015,649.94
19644,Uttar Pradesh,9,26,1,0,62625,Urban,2015,776.9
19645,Delhi,5,20,2,0,96895,Urban,2017,726.45
19646,Delhi,2,20,2,0,105520,Rural,2016,486.32
19647,Punjab,2,11,1,0,66933,Urban,2023,405.8
19648,West Bengal,6,27,2,1,49973,Urban,2023,684.57
19649,Karnataka,5,17,0,0,84562,Urban,2016,392.64
19650,Uttar Pradesh,7,17,2,0,35414,Urban,2019,676.09
19651,Gujarat,5,25,1,0,80378,Rural,2019,552.11
19652,Karnataka,7,23,1,0,30310,Urban,2020,698.66
19653,Tamil Nadu,4,22,1,0,64374,Urban,2016,509.03
19654,Tamil Nadu,3,11,2,0,28179,Urban,2021,458.5
19655,Gujarat,6,24,0,0,77962,Rural,2015,369.52
19656,Maharashtra,7,22,1,0,103721,Urban,2018,693.09
19657,Punjab,7,28,1,0,92181,Urban,2022,610.55
19658,Maharashtra,5,22,0,0,143838,Urban,2018,435.65
19659,Punjab,6,26,1,0,54362,Urban,2015,717.36
19660,Tamil Nadu,8,8,2,0,28400,Rural,2017,641.19
19661,Punjab,7,13,1,0,73574,Urban,2022,607.27
19662,West Bengal,4,25,1,1,17899,Urban,2021,494.86
19663,West Bengal,2,20,2,0,35565,Rural,2020,521.81
19664,Gujarat,7,8,0,0,74810,Urban,2021,388.11
19665,Maharashtra,5,12,0,0,85923,Rural,2023,267.14
19666,Uttar Pradesh,8,7,1,0,121867,Rural,2017,454.54
19667,Tamil Nadu,9,13,2,0,30835,Urban,2022,765.45
19668,Delhi,4,12,2,0,80223,Urban,2015,657.34
19669,Uttar Pradesh,6,16,0,0,46861,Rural,2018,318.18
19670,Gujarat,7,18,0,0,69991,Rural,2022,444.94
19671,Delhi,4,28,0,0,24823,Urban,2019,445.77
19672,Uttar Pradesh,9,14,2,1,37813,Rural,2022,644.07
19673,Maharashtra,4,25,2,0,146727,Urban,2021,703.88
19674,Punjab,8,21,2,0,112950,Urban,2018,820.59
19675,West Bengal,4,15,1,0,123093,Urban,2022,435.78
19676,Maharashtra,4,14,1,0,109927,Urban,2017,492.81
19677,Delhi,8,17,0,0,146671,Urban,2015,462.02
19678,Punjab,8,29,0,1,137910,Urban,2019,478.66
19679,Punjab,9,6,1,1,15449,Urban,2020,479.25
19680,Punjab,8,5,1,0,35875,Urban,2021,511.51
19681,Karnataka,4,26,1,0,54027,Urban,2015,568.14
19682,West Bengal,4,5,1,0,149770,Rural,2018,325.23
19683,Tamil Nadu,3,20,0,0,143653,Rural,2020,297.14
19684,Delhi,6,14,1,0,74681,Urban,2021,458.97
19685,Gujarat,2,14,1,0,33669,Rural,2021,331.07
19686,Tamil Nadu,6,11,2,0,97750,Urban,2016,557.16
19687,Uttar Pradesh,5,11,0,0,137957,Urban,2017,319.16
19688,West Bengal,5,5,0,0,59369,Urban,2019,243.72
19689,Gujarat,9,17,2,0,27322,Urban,2017,838.23
19690,Gujarat,8,9,0,0,101078,Urban,2020,395.6
19691,Maharashtra,6,7,0,1,113128,Urban,2018,245.79
19692,Uttar Pradesh,4,17,1,1,30023,Urban,2023,394.05
19693,Maharashtra,3,16,1,0,64878,Rural,2020,358.2
19694,Maharashtra,2,22,0,0,145773,Rural,2018,287.53
19695,Punjab,7,9,2,0,68168,Urban,2021,732.48
19696,West Bengal,7,9,2,0,69552,Rural,2017,588.95
19697,Karnataka,4,6,0,0,127863,Rural,2018,228.29
19698,Maharashtra,6,10,0,0,131958,Rural,2019,267.07
19699,Tamil Nadu,7,11,0,0,139452,Urban,2023,366.45
19700,Gujarat,6,5,0,0,26246,Rural,2016,191.32
19701,West Bengal,3,7,1,0,135094,Rural,2022,400.17
19702,Maharashtra,3,24,1,0,108588,Urban,2018,460.59
19703,Delhi,8,6,0,1,20382,Rural,2022,239.82
19704,Tamil Nadu,6,14,2,0,117403,Rural,2019,597.75
19705,Uttar Pradesh,8,15,1,0,119410,Rural,2023,538.44
19706,Gujarat,4,25,0,0,74890,Urban,2020,413.36
19707,West Bengal,8,17,2,0,77764,Urban,2016,744.38
19708,Delhi,4,20,1,0,54903,Urban,2016,436.83
19709,West Bengal,4,24,1,1,101728,Urban,2022,419.61
19710,West Bengal,7,15,0,0,101107,Urban,2018,355.13
19711,Delhi,2,22,2,0,41101,Urban,2022,623.6
19712,Uttar Pradesh,2,15,0,0,100641,Urban,2023,215.79
19713,Delhi,4,5,1,0,25609,Urban,2018,382.83
19714,Tamil Nadu,6,28,2,0,62319,Rural,2019,798.28
19715,Punjab,3,22,1,1,47128,Urban,2015,449.39
19716,West Bengal,8,24,0,1,62460,Urban,2022,423.33
19717,Uttar Pradesh,9,9,0,1,96089,Urban,2020,354.71
19718,West Bengal,5,6,1,0,110791,Rural,2020,347.79
19719,Delhi,3,29,0,0,99148,Urban,2016,484.2
19720,Uttar Pradesh,3,22,0,0,138141,Urban,2018,362.47
19721,Uttar Pradesh,5,26,1,0,51598,Urban,2020,655.79
19722,Maharashtra,4,11,2,1,86741,Urban,2017,543.62
19723,Maharashtra,3,26,1,1,131250,Urban,2015,384.07
19724,Punjab,5,15,1,0,37147,Rural,2019,432.7
19725,Maharashtra,8,15,2,1,139679,Urban,2018,680.06
19726,Delhi,7,17,0,0,29301,Rural,2020,303.56
19727,Gujarat,6,8,2,0,89970,Rural,2020,543.29
19728,Tamil Nadu,6,5,1,0,59988,Rural,2019,407.5
19729,Delhi,6,22,2,0,78403,Urban,2023,707.78
19730,West Bengal,4,16,0,0,116040,Urban,2016,330.11
19731,Maharashtra,3,14,2,0,70909,Rural,2022,522.32
19732,Uttar Pradesh,9,26,2,0,91502,Rural,2018,952.85
19733,Delhi,3,12,1,0,132586,Urban,2015,336.09
19734,Uttar Pradesh,2,7,2,0,68560,Urban,2017,537.7
19735,Punjab,6,11,1,0,124681,Rural,2016,500.13
19736,West Bengal,4,29,0,0,96201,Urban,2017,401.02
19737,Uttar Pradesh,5,24,2,1,105926,Rural,2015,647.49
19738,Uttar Pradesh,4,15,2,0,66255,Rural,2017,549.04
19739,Punjab,9,11,1,0,23336,Urban,2021,638.92
19740,Karnataka,3,11,1,0,95924,Rural,2019,443.02
19741,Gujarat,8,13,0,1,127695,Urban,2021,273.6
19742,Tamil Nadu,8,7,1,0,49023,Urban,2019,463.47
19743,Tamil Nadu,8,15,1,0,94791,Rural,2017,530.03
19744,Maharashtra,6,21,0,0,29849,Urban,2021,548.68
19745,Karnataka,2,12,1,0,112568,Urban,2017,469.71
19746,Delhi,9,24,1,0,35022,Urban,2017,746.84
19747,Punjab,7,6,1,0,25014,Urban,2022,378.84
19748,Delhi,4,25,1,0,44721,Urban,2022,542.76
19749,Tamil Nadu,2,24,0,0,15747,Urban,2020,423.39
19750,Gujarat,8,5,0,0,107895,Urban,2022,448.92
19751,Uttar Pradesh,9,20,1,0,128968,Rural,2015,620.01
19752,West Bengal,9,27,2,0,147411,Rural,2017,831.24
19753,Maharashtra,3,8,0,0,24009,Urban,2016,247.08
19754,Gujarat,5,28,2,1,56081,Urban,2020,748.84
19755,Tamil Nadu,4,13,1,0,22867,Urban,2021,416.37
19756,Karnataka,7,12,1,0,49676,Urban,2019,566.79
19757,Maharashtra,3,5,0,0,135494,Urban,2017,139.24
19758,Punjab,6,12,2,0,60057,Urban,2015,653.21
19759,Tamil Nadu,4,9,0,0,36495,Rural,2015,193.06
19760,Delhi,9,5,0,0,87668,Urban,2017,364.21
19761,Maharashtra,2,29,0,0,80842,Urban,2017,360.1
19762,Punjab,8,29,1,1,139457,Rural,2016,586.41
19763,Tamil Nadu,4,11,2,0,134577,Urban,2017,568.9
19764,Delhi,3,19,1,0,20045,Urban,2019,522.86
19765,West Bengal,3,11,1,0,25313,Urban,2019,398.37
19766,Delhi,8,5,1,0,67288,Urban,2015,546.67
19767,Uttar Pradesh,2,13,0,0,42843,Urban,2017,212.73
19768,Punjab,7,5,1,0,120782,Rural,2019,372.81
19769,Punjab,3,16,1,0,105879,Urban,2018,400.79
19770,Karnataka,4,11,1,0,68584,Urban,2016,436.83
19771,Punjab,8,29,1,0,51154,Rural,2019,689.78
19772,Uttar Pradesh,7,13,1,0,33899,Urban,2017,474.29
19773,Tamil Nadu,2,9,1,0,42174,Urban,2019,345.75
19774,West Bengal,3,16,2,0,86531,Urban,2015,599.97
19775,Gujarat,8,26,0,0,130653,Urban,2021,617.52
19776,West Bengal,3,6,1,0,129820,Urban,2019,405.22
19777,West Bengal,4,22,0,0,148027,Rural,2023,332.47
19778,Punjab,3,13,2,0,64034,Rural,2021,452.15
19779,West Bengal,8,5,2,0,19969,Urban,2022,591.1
19780,Punjab,4,14,0,0,109614,Rural,2021,179.62
19781,Uttar Pradesh,6,18,2,0,75290,Rural,2023,724.89
19782,Gujarat,8,25,1,0,29833,Urban,2023,668.07
19783,Delhi,7,18,2,0,92753,Urban,2015,807.24
19784,Punjab,4,11,1,0,16579,Urban,2016,428.23
19785,Tamil Nadu,5,16,0,0,125836,Urban,2020,438.5
19786,Karnataka,3,26,0,0,27888,Urban,2022,371.9
19787,Gujarat,6,26,0,1,148215,Urban,2018,480.17
19788,Tamil Nadu,7,10,0,0,22236,Rural,2023,318.34
19789,Punjab,2,17,0,0,114849,Urban,2016,279.46
19790,Gujarat,5,12,0,0,83682,Urban,2020,422.51
19791,Punjab,2,27,1,0,40563,Urban,2022,535.01
19792,Uttar Pradesh,8,25,0,0,101351,Urban,2016,500.13
19793,Tamil Nadu,5,6,2,0,124212,Urban,2015,533.12
19794,Uttar Pradesh,9,14,1,0,81433,Urban,2021,576.31
19795,Maharashtra,6,10,1,1,79085,Urban,2023,389.24
19796,Tamil Nadu,7,20,1,0,75388,Urban,2022,597.37
19797,Gujarat,6,14,1,1,91654,Urban,2022,343.35
19798,Maharashtra,6,19,0,0,15959,Urban,2021,466.07
19799,Uttar Pradesh,5,25,0,0,24348,Urban,2022,363.7
19800,Uttar Pradesh,4,24,0,0,136650,Urban,2022,373.04
